"experiment","minutes_watched"
"B","104.06"
"B","145.45"
"B","162.04"
"B","84.2"
"B","122.87"
"B","204.58"
"B","168.13"
"B","138.02"
"B","94.71"
"B","129.13"
"B","106.68"
"B","109.05"
"B","121.43"
"B","121.58"
"B","154.5"
"B","86.02"
"B","100.31"
"B","140.12"
"B","230.82"
"B","102.65"
"B","110.22"
"B","139.07"
"B","131.7"
"B","93.24"
"B","171.29"
"B","55.86"
"B","126.74"
"B","81.37"
"B","123.12"
"B","194.34"
"B","145"
"B","133.43"
"B","130.83"
"B","134.41"
"B","99.77"
"B","169.03"
"B","82.96"
"B","111.57"
"B","114.03"
"B","94.77"
"B","99.05"
"B","132.67"
"B","167.75"
"B","144.71"
"B","113.31"
"B","139.28"
"B","109.42"
"B","131.68"
"B","142.11"
"B","166.48"
"B","100.66"
"B","183.31"
"B","150.4"
"B","115.38"
"B","79.25"
"B","70.39"
"B","70.37"
"B","54.68"
"B","177.88"
"B","144.78"
"B","151.06"
"B","71.94"
"B","199.18"
"B","185.94"
"B","150"
"B","117.8"
"B","35.4"
"B","83.34"
"B","98.09"
"B","113.96"
"B","103.8"
"B","142.06"
"B","142.81"
"B","114.83"
"B","149.59"
"B","119.5"
"B","186.98"
"B","96.41"
"B","127.76"
"B","172.43"
"B","40.71"
"B","87.25"
"B","134.02"
"B","95.14"
"B","132.13"
"B","87.28"
"B","120.69"
"B","84.78"
"B","57.59"
"B","105.7"
"B","110.58"
"B","64.36"
"B","95.8"
"B","99.06"
"B","102.43"
"B","70.04"
"B","125.62"
"B","136.77"
"B","83.1"
"B","61.2"
"B","88.52"
"B","72.51"
"B","123.87"
"B","187.52"
"B","122.53"
"B","162.89"
"B","114.38"
"B","14.75"
"B","69.95"
"B","92.7"
"B","58.42"
"B","22.96"
"B","41.47"
"B","96.22"
"B","105.42"
"B","84.76"
"B","122.74"
"B","63.93"
"B","78.78"
"B","170.42"
"B","82.59"
"B","113.21"
"B","107.09"
"B","100.51"
"B","181.5"
"B","71.68"
"B","115.54"
"B","43.71"
"B","143.21"
"B","98.47"
"B","118.32"
"B","119.6"
"B","203.86"
"B","153.98"
"B","126.93"
"B","172.15"
"B","90.07"
"B","47.83"
"B","9.75"
"B","88.57"
"B","93.14"
"B","115.58"
"B","144.13"
"B","163.15"
"B","88.46"
"B","112.1"
"B","167.12"
"B","106.25"
"B","153.09"
"B","76.94"
"B","103.13"
"B","96.13"
"B","76.04"
"B","169.21"
"B","84.35"
"B","56.62"
"B","40.72"
"B","121.07"
"B","118.68"
"B","112.01"
"B","95.55"
"B","169.33"
"B","101.07"
"B","128.59"
"B","85.41"
"B","125.28"
"B","86.98"
"B","90.52"
"B","104.39"
"B","80.44"
"B","137.57"
"B","52.05"
"B","73.79"
"B","27.98"
"B","113.92"
"B","139.94"
"B","124.8"
"B","54.05"
"B","150.72"
"B","121.01"
"B","97.42"
"B","102.91"
"B","92.4"
"B","104.2"
"B","76.32"
"B","114.92"
"B","109.3"
"B","132.53"
"B","101.67"
"B","114.83"
"B","121.51"
"B","180.81"
"B","122.49"
"B","166.95"
"B","87"
"B","156.71"
"B","83.87"
"B","140.7"
"B","59.81"
"B","175.53"
"B","124.99"
"B","100.56"
"B","105.47"
"B","157.85"
"B","179.25"
"B","97.98"
"B","102.08"
"B","141.91"
"B","140.83"
"B","8.5"
"B","126.75"
"B","72.28"
"B","105.33"
"B","182.58"
"B","112.79"
"B","86.03"
"B","102.7"
"B","136.28"
"B","67.97"
"B","150.62"
"B","64.53"
"B","146.35"
"B","89.65"
"B","62.6"
"B","144.34"
"B","62.49"
"B","145.48"
"B","112.54"
"B","3.65"
"B","154.83"
"B","163.64"
"B","186.81"
"B","72.4"
"B","164.01"
"B","126.41"
"B","68.51"
"B","65.2"
"B","72.89"
"B","97.45"
"B","92.25"
"B","95.91"
"B","135.52"
"B","122.33"
"B","133.19"
"B","159.52"
"B","96.97"
"B","127.83"
"B","128.42"
"B","134.21"
"B","61.46"
"B","142.97"
"B","112.94"
"B","106.29"
"B","124.69"
"B","112.25"
"B","82.93"
"B","93.96"
"B","143.68"
"B","174.88"
"B","165.12"
"B","75.88"
"B","95.89"
"B","86.26"
"B","50.91"
"B","138.69"
"B","79.35"
"B","141.98"
"B","12.96"
"B","84.52"
"B","118.48"
"B","147.73"
"B","187.08"
"B","135.49"
"B","85.31"
"B","119.67"
"B","185.7"
"B","83.29"
"B","82.18"
"B","143.15"
"B","143.18"
"B","120.67"
"B","109.64"
"B","64.52"
"B","135.54"
"B","158.97"
"B","90.24"
"B","148.12"
"B","128.42"
"B","57.79"
"B","139.1"
"B","126.88"
"B","169.58"
"B","165.19"
"B","153.71"
"B","66.13"
"B","87.72"
"B","70.91"
"B","129.66"
"B","71.31"
"B","166.3"
"B","91.76"
"B","161.82"
"B","92.24"
"B","175.71"
"B","86.76"
"B","157.54"
"B","114.31"
"B","135.49"
"B","80.33"
"B","171.93"
"B","121.69"
"B","116.42"
"B","80.64"
"B","125.55"
"B","60.72"
"B","95.59"
"B","193.89"
"B","62.74"
"B","136.17"
"B","129.39"
"B","132.19"
"B","87.83"
"B","207.44"
"B","141.9"
"B","158.53"
"B","61.98"
"B","135.56"
"B","91.8"
"B","123.27"
"B","52.55"
"B","154.8"
"B","146.37"
"B","52.59"
"B","129.33"
"B","126.97"
"B","92.69"
"B","90.45"
"B","95.14"
"B","117.83"
"B","152.38"
"B","124.59"
"B","76.9"
"B","101.38"
"B","57.93"
"B","75.35"
"B","48.9"
"B","168.26"
"B","81.49"
"B","121.74"
"B","138.28"
"B","109.11"
"B","103.56"
"B","109.9"
"B","133.78"
"B","169.33"
"B","97.65"
"B","178.84"
"B","127.9"
"B","126.84"
"B","136.79"
"B","51.26"
"B","122.91"
"B","142.12"
"B","102.6"
"B","132.33"
"B","111.85"
"B","87.65"
"B","55.36"
"B","172.96"
"B","85.64"
"B","64.45"
"B","174.39"
"B","164.93"
"B","99.32"
"B","136.26"
"B","90.3"
"B","139.89"
"B","100.6"
"B","116.46"
"B","79.25"
"B","145.59"
"B","110.05"
"B","117.11"
"B","36.48"
"B","30.19"
"B","48.53"
"B","72.54"
"B","90.99"
"B","37.59"
"B","85.6"
"B","193.02"
"B","80.64"
"B","130.76"
"B","2.62"
"B","195.47"
"B","123.91"
"B","118.84"
"B","95.58"
"B","107.51"
"B","130.69"
"B","52.77"
"B","166.68"
"B","126.41"
"B","59.84"
"B","33.96"
"B","119.4"
"B","55.34"
"B","66.81"
"B","73.35"
"B","158.65"
"B","164.68"
"B","71.26"
"B","96.89"
"B","127.75"
"B","169.98"
"B","117.67"
"B","131.43"
"B","84.58"
"B","33.07"
"B","49.73"
"B","115.05"
"B","95.96"
"B","133.87"
"B","187.02"
"B","11.04"
"B","102.5"
"B","135.91"
"B","131.66"
"B","118.39"
"B","108.62"
"B","73.44"
"B","152.89"
"B","57.75"
"B","162.18"
"B","180.18"
"B","81.53"
"B","169.57"
"B","64.01"
"B","115.62"
"B","178.4"
"B","96.66"
"B","86.48"
"B","71.4"
"B","120.73"
"B","163.01"
"B","97.28"
"B","146.44"
"B","145.74"
"B","152.48"
"B","86.89"
"B","86.6"
"B","150.95"
"B","115.9"
"B","60.23"
"B","95.46"
"B","89.92"
"B","181.4"
"B","8.34"
"B","91.76"
"B","131.23"
"B","69.26"
"B","130.74"
"B","92.48"
"B","113.32"
"B","136.77"
"B","82.13"
"B","82.93"
"B","177.34"
"B","74.73"
"B","73.09"
"B","154.46"
"B","142.37"
"B","146.22"
"B","182.61"
"B","89.89"
"B","97.08"
"B","129.91"
"B","90.14"
"B","51.07"
"B","131.21"
"B","103.76"
"B","115.42"
"B","156.49"
"B","160.97"
"B","165.89"
"B","80.74"
"B","147.14"
"B","22.94"
"B","115.54"
"B","59.57"
"B","136.91"
"B","45.84"
"B","141.4"
"B","77.57"
"B","137.54"
"B","87.27"
"B","120.4"
"B","115.23"
"B","169.84"
"B","91.65"
"B","161.79"
"B","174.28"
"B","143.71"
"B","137.24"
"B","124.77"
"B","125.51"
"B","156.59"
"B","117.2"
"B","131.55"
"B","117.18"
"B","26.65"
"B","131.39"
"B","91.61"
"B","140.59"
"B","99.43"
"B","119.57"
"B","95.37"
"B","13.39"
"B","94.12"
"B","182.61"
"B","51.22"
"B","135.93"
"B","121.18"
"B","66.54"
"B","117.47"
"B","162.51"
"B","70.01"
"B","53.35"
"B","156.57"
"B","141.38"
"B","137.2"
"B","110.52"
"B","72.16"
"B","145.87"
"B","74.46"
"B","82.08"
"B","124.78"
"B","105.59"
"B","145.04"
"B","108.84"
"B","79.39"
"B","156.04"
"B","78.76"
"B","69.84"
"B","133.83"
"B","174.36"
"B","75.76"
"B","117.74"
"B","90.4"
"B","107.38"
"B","102.48"
"B","116.55"
"B","102.75"
"B","82.55"
"B","148.75"
"B","102.2"
"B","124.79"
"B","86.39"
"B","73.2"
"B","55.06"
"B","94.5"
"B","100.04"
"B","135.6"
"B","144.82"
"B","90.58"
"B","150.76"
"B","97.84"
"B","116.89"
"B","123.51"
"B","58.64"
"B","69.61"
"B","92.49"
"B","113.7"
"B","193.99"
"B","110.07"
"B","109.67"
"B","189.57"
"B","21.15"
"B","87.91"
"B","119.73"
"B","236.42"
"B","85.65"
"B","126.36"
"B","84.87"
"B","139.58"
"B","155.2"
"B","114.65"
"B","171.51"
"B","113.57"
"B","81.43"
"B","76.91"
"B","130.6"
"B","127.49"
"B","108.79"
"B","114.6"
"B","33.77"
"B","126.42"
"B","141.76"
"B","143.12"
"B","124.18"
"B","120.77"
"B","114.72"
"B","89.76"
"B","114.88"
"B","144.16"
"B","84.52"
"B","121.05"
"B","63.85"
"B","104.93"
"B","123.13"
"B","96.21"
"B","140.76"
"B","145.83"
"B","116.86"
"B","134.15"
"B","156.98"
"B","75.29"
"B","130.65"
"B","116.4"
"B","110.91"
"B","174.46"
"B","74.64"
"B","20.18"
"B","83.51"
"B","108.13"
"B","138.62"
"B","53.05"
"B","138.39"
"B","76.97"
"B","175.56"
"B","148.22"
"B","129.39"
"B","103.99"
"B","66.56"
"B","103.78"
"B","63.53"
"B","169.27"
"B","47.91"
"B","25.78"
"B","191.87"
"B","146.16"
"B","88.6"
"B","113.11"
"B","125.34"
"B","146.49"
"B","110.5"
"B","82.19"
"B","3.33"
"B","78.48"
"B","86.38"
"B","189.87"
"B","124.47"
"B","64.55"
"B","83.59"
"B","57.93"
"B","98.36"
"B","41.82"
"B","112.67"
"B","134.75"
"B","97.42"
"B","68.31"
"B","26.18"
"B","94.48"
"B","49.17"
"B","170.17"
"B","128.61"
"B","101.92"
"B","119.95"
"B","167.12"
"B","107.75"
"B","79.98"
"B","84.35"
"B","130.15"
"B","141.12"
"B","85.98"
"B","95"
"B","83.61"
"B","59.19"
"B","157.64"
"B","167.92"
"B","131.99"
"B","120.9"
"B","64.97"
"B","162.48"
"B","120.92"
"B","57.7"
"B","97.72"
"B","47.24"
"B","95.01"
"B","94.1"
"B","90.96"
"B","114.04"
"B","173.37"
"B","192.34"
"B","104.16"
"B","109.09"
"B","157.2"
"B","90.49"
"B","21.26"
"B","90.79"
"B","109.03"
"B","122.83"
"B","73.27"
"B","133.58"
"B","117.38"
"B","146.95"
"B","117.37"
"B","63.12"
"B","29.75"
"B","87.11"
"B","112.1"
"B","126.71"
"B","48.36"
"B","133.61"
"B","122.29"
"B","55.26"
"B","203.33"
"B","86.7"
"B","160.71"
"B","141.72"
"B","138.13"
"B","41.48"
"B","71.36"
"B","146.46"
"B","103.33"
"B","90.89"
"B","131.64"
"B","132.18"
"B","145.42"
"B","53.55"
"B","121.77"
"B","101.69"
"B","91.78"
"B","78.56"
"B","81.31"
"B","103.28"
"B","122.82"
"B","123.67"
"B","87.84"
"B","55.78"
"B","136.08"
"B","108.96"
"B","157.85"
"B","79.89"
"B","174.27"
"B","100.04"
"B","103.54"
"B","127.34"
"B","99.27"
"B","179.71"
"B","172.14"
"B","127.12"
"B","153.56"
"B","49.37"
"B","129.77"
"B","95.23"
"B","84"
"B","150.03"
"B","110.55"
"B","105.93"
"B","158.08"
"B","69.08"
"B","49.01"
"B","28.03"
"B","124.11"
"B","113.28"
"B","98.59"
"B","104.51"
"B","103.59"
"B","138.97"
"B","137.1"
"B","116.88"
"B","121.7"
"B","125.61"
"B","95.43"
"B","118.09"
"B","114.57"
"B","142.47"
"B","98.65"
"B","160.08"
"B","128.95"
"B","115.04"
"B","75.9"
"B","135.26"
"B","105.37"
"B","147.15"
"B","158.79"
"B","98.57"
"B","151.21"
"B","126.01"
"B","173.01"
"B","34.88"
"B","97.74"
"B","63.58"
"B","74.83"
"B","104.81"
"B","112.5"
"B","148.49"
"B","159.65"
"B","14.63"
"B","121.48"
"B","82.58"
"B","55.35"
"B","89.11"
"B","117.75"
"B","118.3"
"B","69.42"
"B","67.27"
"B","117.87"
"B","145.66"
"B","42.88"
"B","97.06"
"B","76.27"
"B","90.69"
"B","155.98"
"B","63.96"
"B","159.44"
"B","108.95"
"B","94.06"
"B","86.65"
"B","97.97"
"B","106.9"
"B","88.06"
"B","81.08"
"B","122"
"B","106.4"
"B","91.55"
"B","127.42"
"B","125.1"
"B","115.47"
"B","109.56"
"B","106.54"
"B","137.04"
"B","45.98"
"B","154.18"
"B","73.85"
"B","140.67"
"B","42.26"
"B","37.02"
"B","122.86"
"B","159.29"
"B","242.36"
"B","117.44"
"B","49.78"
"B","75.78"
"B","185.04"
"B","65.54"
"B","186.54"
"B","140.79"
"B","86.15"
"B","86.81"
"B","85.56"
"B","112.08"
"B","89.14"
"B","206.34"
"B","132.88"
"B","115.65"
"B","70.27"
"B","51.84"
"B","173.37"
"B","123.86"
"B","80.79"
"B","114.63"
"B","129.75"
"B","151.54"
"B","54"
"B","126.87"
"B","162.58"
"B","140.42"
"B","101.02"
"B","28.73"
"B","40.65"
"B","195.65"
"B","141.11"
"B","134.63"
"B","89.91"
"B","152.58"
"B","105.02"
"B","61.66"
"B","106.92"
"B","39.72"
"B","99.33"
"B","101"
"B","131.7"
"B","48.8"
"B","104.29"
"B","132.38"
"B","118.7"
"B","47.94"
"B","135.34"
"B","103.16"
"B","109.68"
"B","182.48"
"B","63.16"
"B","48.44"
"B","106.78"
"B","47.24"
"B","72.63"
"B","58.7"
"B","138.71"
"B","99.65"
"B","190.95"
"B","73.19"
"B","88.1"
"B","123.65"
"B","99.83"
"B","125.71"
"B","170.59"
"B","160.16"
"B","92.07"
"B","107.19"
"B","100.03"
"B","153.96"
"B","211.77"
"B","110.36"
"B","104.92"
"B","91.72"
"B","50.4"
"B","113.34"
"B","126.15"
"B","147.85"
"B","122.99"
"B","73"
"B","81.84"
"B","143.63"
"B","112.79"
"B","101.72"
"B","90.92"
"B","171.54"
"B","9.02"
"B","152.14"
"B","185.01"
"B","170.71"
"B","96.34"
"B","12.85"
"B","79.06"
"B","115.27"
"B","136.01"
"B","167.64"
"B","112.08"
"B","95.57"
"B","194.55"
"B","79.75"
"B","78.45"
"B","229.16"
"B","101.69"
"B","95.02"
"B","126.6"
"B","68.2"
"B","32.62"
"B","210.29"
"B","81.06"
"B","110.99"
"B","40.78"
"B","125.4"
"B","48.52"
"B","115.77"
"B","138.77"
"B","103.47"
"B","118.69"
"B","65.05"
"B","119.77"
"B","94.09"
"B","175.16"
"B","140.42"
"B","121.62"
"B","84.44"
"B","116.65"
"B","85.74"
"B","97.38"
"B","80.99"
"B","130.95"
"B","141.19"
"B","136.52"
"B","193.79"
"B","160.09"
"B","83.78"
"B","131.98"
"B","141.59"
"B","86.88"
"B","133.61"
"B","142.56"
"B","138.77"
"B","87.61"
"B","68.99"
"B","80.67"
"B","118.25"
"B","51.28"
"B","186.68"
"B","88.94"
"B","93.17"
"B","71.68"
"B","119.04"
"B","114.02"
"B","132.85"
"B","41.2"
"B","149.78"
"B","121.1"
"B","105.91"
"B","71.97"
"B","201.23"
"B","101.72"
"B","71.06"
"B","137.88"
"B","127.77"
"B","78.82"
"B","54.23"
"B","111.4"
"B","117.69"
"B","107.46"
"B","90.9"
"B","102.22"
"B","52.92"
"B","86.43"
"B","99.41"
"B","123.62"
"B","71.51"
"B","153.55"
"B","142.16"
"B","141.17"
"B","138.54"
"B","190.33"
"B","105.38"
"B","124.9"
"B","151.38"
"B","136.07"
"B","41.34"
"B","129.64"
"B","55.03"
"B","111.01"
"B","115.41"
"B","160"
"B","110.63"
"B","117.66"
"B","166.34"
"B","82.66"
"B","46.33"
"B","94.94"
"B","80.92"
"B","228.24"
"B","94.63"
"B","95.74"
"B","143.42"
"B","89.71"
"B","143.46"
"B","135.24"
"B","142.52"
"B","117.37"
"B","47.5"
"B","77.02"
"B","46.15"
"B","132.06"
"B","112.08"
"B","76.89"
"B","97.14"
"B","86.98"
"B","96.99"
"B","118.1"
"B","114.12"
"B","126.13"
"B","143.26"
"B","49.99"
"B","52.71"
"B","106.2"
"B","126.17"
"B","77.8"
"B","126.14"
"B","148.13"
"B","136.53"
"B","26.18"
"B","97.36"
"B","43.58"
"B","145.51"
"B","77.64"
"B","99.77"
"B","104.54"
"B","106.43"
"B","39.82"
"B","101.36"
"B","140.32"
"B","81.79"
"B","96.62"
"B","31.04"
"B","60.44"
"B","153.61"
"B","70.32"
"B","156.42"
"B","63.48"
"B","169.21"
"B","56.72"
"B","119.71"
"B","49.66"
"B","142.28"
"B","95.47"
"B","85.83"
"B","93.44"
"B","128.54"
"B","156.01"
"B","122.57"
"B","123.34"
"B","163.51"
"B","73.2"
"B","86.94"
"B","96.36"
"B","141.4"
"B","170.22"
"B","21.96"
"B","98.88"
"B","147.88"
"B","145.86"
"B","88.48"
"B","88.6"
"B","44.59"
"B","84.52"
"B","35.32"
"B","101.65"
"B","120.62"
"B","103.69"
"B","167.95"
"B","164.47"
"B","96.33"
"B","67.65"
"B","85.09"
"B","87.39"
"B","36.62"
"B","16.94"
"B","167.67"
"B","91.51"
"B","103.66"
"B","155.02"
"B","108.99"
"B","122.97"
"B","96.06"
"B","96.12"
"B","86.51"
"B","89.17"
"B","89.36"
"B","124.6"
"B","79.74"
"B","163.86"
"B","81.25"
"B","156.25"
"B","129.83"
"B","71.51"
"B","162.54"
"B","103.31"
"B","113.06"
"B","30.4"
"B","149.84"
"B","95.11"
"B","106.9"
"B","162.97"
"B","29.84"
"B","55.94"
"B","117.43"
"B","125.11"
"B","58.68"
"B","148.45"
"B","92.46"
"B","166.36"
"B","140.55"
"B","71.6"
"B","136.01"
"B","152.54"
"B","75.31"
"B","76.15"
"B","143.59"
"B","91.97"
"B","109.17"
"B","116.36"
"B","117.87"
"B","50.43"
"B","66.06"
"B","125.66"
"B","103.35"
"B","94.19"
"B","183.66"
"B","173.06"
"B","125.44"
"B","63.43"
"B","83.46"
"B","78.38"
"B","120.26"
"B","118.91"
"B","43.47"
"B","105.11"
"B","122.37"
"B","110.11"
"B","124.42"
"B","67.09"
"B","163.77"
"B","176.05"
"B","152.03"
"B","186.36"
"B","73.4"
"B","140.14"
"B","183.84"
"B","103.21"
"B","103.88"
"B","118.55"
"B","144.2"
"B","106.44"
"B","28.82"
"B","115.76"
"B","125.51"
"B","139.74"
"B","112.66"
"B","97.59"
"B","74.92"
"B","112.05"
"B","85.82"
"B","140.79"
"B","151.39"
"B","97.3"
"B","121.09"
"B","106.1"
"B","95.52"
"B","174.27"
"B","158.05"
"B","126.16"
"B","143.66"
"B","84.94"
"B","122.38"
"B","113.01"
"B","76.04"
"B","149"
"B","88.87"
"B","142.92"
"B","174.64"
"B","174.21"
"B","120.51"
"B","96.68"
"B","109.47"
"B","26.63"
"B","212.52"
"B","66.59"
"B","129.34"
"B","144.58"
"B","135.74"
"B","146.64"
"B","102.4"
"B","122.87"
"B","23.8"
"B","101.31"
"B","74.15"
"B","198.06"
"B","48.63"
"B","133.93"
"B","76.06"
"B","49.65"
"B","95.26"
"B","81.35"
"B","76.45"
"B","56.33"
"B","205.61"
"B","152.45"
"B","120.64"
"B","116.27"
"B","135.85"
"B","106.19"
"B","92.52"
"B","122.61"
"B","60.02"
"B","99.39"
"B","90.25"
"B","161.76"
"B","130.2"
"B","88.37"
"B","113.6"
"B","60.51"
"B","98.65"
"B","149.37"
"B","111.86"
"B","173.49"
"B","137.74"
"B","137.68"
"B","88.94"
"B","184.87"
"B","205.73"
"B","151.7"
"B","162.71"
"B","135.78"
"B","102.58"
"B","180.37"
"B","130.52"
"B","97.95"
"B","153.42"
"B","139.75"
"B","113.42"
"B","146.23"
"B","128.43"
"B","124.97"
"B","141.17"
"B","120.25"
"B","102.1"
"B","36.04"
"B","89.94"
"B","114.84"
"B","164.18"
"B","78.3"
"B","55.96"
"B","126.69"
"B","56.94"
"B","106.56"
"B","142.36"
"B","109.76"
"B","98.44"
"B","106.88"
"B","84.6"
"B","134.74"
"B","151.64"
"B","78.35"
"B","145.58"
"B","123.07"
"B","137.43"
"B","91.03"
"B","110.47"
"B","128.37"
"B","149.6"
"B","140.62"
"B","108.77"
"B","77.66"
"B","49.32"
"B","142.84"
"B","126.07"
"B","79.47"
"B","89.55"
"B","99.51"
"B","99.54"
"B","120.24"
"B","138.13"
"B","127.49"
"B","125.21"
"B","70.62"
"B","56.48"
"B","116.76"
"B","80.35"
"B","98.75"
"B","58.82"
"B","48.99"
"B","58.34"
"B","128.3"
"B","148.53"
"B","124.91"
"B","43.54"
"B","143.68"
"B","110.21"
"B","121.25"
"B","105.22"
"B","195.21"
"B","71.39"
"B","99.38"
"B","129.26"
"B","77.23"
"B","164.66"
"B","86.96"
"B","136.22"
"B","178.94"
"B","66.34"
"B","97.02"
"B","139.95"
"B","88.24"
"B","39.05"
"B","110.94"
"B","108.51"
"B","59.06"
"B","97.49"
"B","96.43"
"B","34.28"
"B","160.35"
"B","5.14"
"B","96.33"
"B","148.11"
"B","115.66"
"B","117.65"
"B","180.48"
"B","120.28"
"B","92.23"
"B","88.61"
"B","122.62"
"B","95.3"
"B","166.73"
"B","57.72"
"B","179.88"
"B","63.49"
"B","97.65"
"B","163"
"B","151.68"
"B","81.66"
"B","96.52"
"B","171.5"
"B","72.59"
"B","163.43"
"B","161.35"
"B","169.4"
"B","146.04"
"B","126.02"
"B","137.88"
"B","35.58"
"B","129.96"
"B","191.49"
"B","182.05"
"B","34.15"
"B","158.68"
"B","88.93"
"B","36.28"
"B","104.22"
"B","139.81"
"B","118.45"
"B","121.11"
"B","152.69"
"B","86.32"
"B","127.07"
"B","89.46"
"B","171.14"
"B","141.32"
"B","102.9"
"B","91.97"
"B","141.38"
"B","12.83"
"B","84.69"
"B","142.47"
"B","114.81"
"B","184.46"
"B","125.97"
"B","98.37"
"B","141.18"
"B","104.04"
"B","69.75"
"B","95.4"
"B","114.06"
"B","117.76"
"B","121.93"
"B","111.03"
"B","91.45"
"B","65.77"
"B","132.33"
"B","158.54"
"B","102.13"
"B","105.73"
"B","69.84"
"B","0.49"
"B","138.86"
"B","64.65"
"B","131.45"
"B","89.86"
"B","59.51"
"B","41.57"
"B","136.11"
"B","120.89"
"B","149.32"
"B","113.54"
"B","195.76"
"B","133.15"
"B","78.27"
"B","69.55"
"B","93.31"
"B","121.58"
"B","74.99"
"B","56.89"
"B","128.72"
"B","132.05"
"B","190.72"
"B","99.11"
"B","130.72"
"B","121.39"
"B","118.61"
"B","82.68"
"B","106.7"
"B","76.65"
"B","110.82"
"B","154.67"
"B","160.92"
"B","116.9"
"B","72.54"
"B","46"
"B","73.34"
"B","91.7"
"B","129.62"
"B","84"
"B","128.33"
"B","44.05"
"B","124.52"
"B","82.06"
"B","118.73"
"B","146.19"
"B","135.96"
"B","63.3"
"B","90.76"
"B","131.03"
"B","110.76"
"B","96.28"
"B","104.27"
"B","104.13"
"B","132.5"
"B","116.73"
"B","69.51"
"B","98.77"
"B","124.27"
"B","150.83"
"B","129.9"
"B","114.4"
"B","67.12"
"B","92.92"
"B","155.05"
"B","91.47"
"B","68.26"
"B","191.53"
"B","87.57"
"B","66.41"
"B","95.71"
"B","128.81"
"B","95.71"
"B","58.14"
"B","96.99"
"B","102.47"
"B","111"
"B","65.32"
"B","100.26"
"B","130.01"
"B","184.94"
"B","107.04"
"B","127.66"
"B","70.12"
"B","132.39"
"B","167.24"
"B","118.26"
"B","104.13"
"B","75.1"
"B","45.61"
"B","91.67"
"B","74.68"
"B","164.34"
"B","58.24"
"B","120.22"
"B","178.35"
"B","67.9"
"B","78.29"
"B","93.48"
"B","103.64"
"B","126.5"
"B","66.22"
"B","111.33"
"B","159.27"
"B","54.09"
"B","92.89"
"B","55.8"
"B","70.29"
"B","148.1"
"B","141.59"
"B","80.08"
"B","154.31"
"B","83.99"
"B","101.61"
"B","93.84"
"B","196.97"
"B","70.87"
"B","63.28"
"B","36.2"
"B","96.67"
"B","169.59"
"B","139.15"
"B","99.51"
"B","137.04"
"B","88.63"
"B","109.98"
"B","90.03"
"B","81.71"
"B","99.06"
"B","62.78"
"B","73.08"
"B","151.17"
"B","127.83"
"B","75.94"
"B","155"
"B","124.22"
"B","151.1"
"B","75.88"
"B","121.23"
"B","85.87"
"B","116.73"
"B","127.95"
"B","152"
"B","72.82"
"B","76.66"
"B","116.42"
"B","124.21"
"B","41.5"
"B","41.49"
"B","126.24"
"B","84.55"
"B","106.29"
"B","63.32"
"B","78.76"
"B","69.39"
"B","113.02"
"B","75.83"
"B","89.39"
"B","108.47"
"B","25.29"
"B","129.38"
"B","131.14"
"B","174.06"
"B","142.29"
"B","108.46"
"B","87.07"
"B","134.37"
"B","164.49"
"B","85.56"
"B","100.42"
"B","114.99"
"B","209.91"
"B","145.27"
"B","163.01"
"B","103.55"
"B","107.96"
"B","44.25"
"B","29.92"
"B","54.17"
"B","132.7"
"B","125.8"
"B","188.31"
"B","91.67"
"B","120.53"
"B","82.39"
"B","167.07"
"B","88.77"
"B","90.48"
"B","134.45"
"B","116.28"
"B","120.73"
"B","114.1"
"B","129.59"
"B","112.95"
"B","167.47"
"B","152.24"
"B","56.25"
"B","60.99"
"B","78.47"
"B","119.87"
"B","103.51"
"B","152.57"
"B","80.08"
"B","159.75"
"B","110.3"
"B","135.58"
"B","101.98"
"B","97.2"
"B","129.61"
"B","113.51"
"B","71.72"
"B","68"
"B","106.3"
"B","48.4"
"B","124.67"
"B","79.44"
"B","106.76"
"B","104.93"
"B","155.11"
"B","150.3"
"B","60.04"
"B","45.32"
"B","50.6"
"B","83.51"
"B","141.26"
"B","135.11"
"B","125.88"
"B","18.13"
"B","76.82"
"B","75.46"
"B","58.62"
"B","110.13"
"B","86.99"
"B","153.95"
"B","144.46"
"B","75.18"
"B","43.61"
"B","143.09"
"B","139.14"
"B","199.42"
"B","64.43"
"B","75.29"
"B","101.67"
"B","153.28"
"B","189.61"
"B","136.58"
"B","68.37"
"B","113.97"
"B","188.39"
"B","75.55"
"B","101.56"
"B","98.78"
"B","128.88"
"B","175.73"
"B","73.51"
"B","69.51"
"B","63.04"
"B","100.03"
"B","58.23"
"B","80.59"
"B","103.93"
"B","140.11"
"B","113.84"
"B","129.19"
"B","159.69"
"B","101.6"
"B","149.29"
"B","163.62"
"B","57.53"
"B","135.76"
"B","188.16"
"B","18.93"
"B","110.92"
"B","52.31"
"B","81.5"
"B","106.16"
"B","25.7"
"B","102.21"
"B","65.8"
"B","137.22"
"B","189.29"
"B","79.52"
"B","121.19"
"B","102.39"
"B","174.79"
"B","108.51"
"B","112.64"
"B","109.89"
"B","103.13"
"B","47.57"
"B","93.74"
"B","21.89"
"B","76"
"B","59.97"
"B","45.86"
"B","81.12"
"B","110.49"
"B","172.43"
"B","141.88"
"B","117.06"
"B","146.91"
"B","100.88"
"B","108.71"
"B","131.53"
"B","193.02"
"B","123.32"
"B","56.36"
"B","122.96"
"B","100.69"
"B","81.21"
"B","119.65"
"B","138.25"
"B","93.23"
